id,title,release_date,release_year,release_month,status,primary_genre,genre_list,n_genres,budget,revenue,profit,roi,runtime,vote_average,vote_count,popularity,primary_company,company_list,n_production_companies,primary_country,country_list,n_countries,original_language,n_spoken_languages,has_homepage,n_keywords,keyword_list,director,n_directors,n_producers,n_writers,cast_size,lead_actor,top_3_cast,cast_n_female,cast_n_male,cast_n_unspecified_gender,crew_size,n_visual_effects_crew,n_camera_crew,n_sound_crew,franchise_status
9043,The Family Stone,2005-12-14,2005.0,12.0,Released,Comedy,"['Comedy', 'Drama', 'Romance']",3,0,0,0,,103.0,6.2,249,14.190837,Fox 2000 Pictures,['Fox 2000 Pictures'],1,United States of America,['United States of America'],1,en,1,False,2,"['holiday', 'christmas']",Thomas Bezucha,1.0,2.0,1.0,10,Claire Danes,"['Claire Danes', 'Diane Keaton', 'Rachel McAdams']",5,4,1,7.0,0.0,1.0,1.0,Original
21301,Barbershop 2:  Back in Business,2004-01-20,2004.0,1.0,Released,Comedy,"['Comedy', 'Drama']",2,18000000,65070412,47070412,3.615022888888889,106.0,5.6,74,6.501815,Metro-Goldwyn-Mayer (MGM),['Metro-Goldwyn-Mayer (MGM)'],1,United States of America,['United States of America'],1,en,1,False,1,['blaxploitation'],Kevin Rodney Sullivan,1.0,0.0,2.0,20,Ice Cube,"['Ice Cube', 'Cedric the Entertainer', 'Sean Patrick Thomas']",6,10,4,3.0,0.0,0.0,0.0,Franchise
10147,Bad Santa,2003-11-26,2003.0,11.0,Released,Drama,"['Drama', 'Comedy', 'Crime']",3,23000000,76488889,53488889,3.3256038695652173,91.0,6.5,656,26.58873,Columbia Pictures,"['Columbia Pictures', 'Triptych Pictures', 'Dimension Films (US version)']",3,Germany,"['Germany', 'United States of America']",2,en,1,True,9,"['holiday', 'elves', 'christmas party', 'department store', 'safe', 'drink', 'little people', 'christmas eve', 'christmas']",Terry Zwigoff,1.0,4.0,2.0,19,Billy Bob Thornton,"['Billy Bob Thornton', 'Tony Cox', 'Brett Kelly']",6,9,4,11.0,0.0,1.0,1.0,Original
816,Austin Powers: International Man of Mystery,1997-05-02,1997.0,5.0,Released,Science Fiction,"['Science Fiction', 'Comedy', 'Crime']",3,16500000,67683989,51183989,4.102059939393939,94.0,6.5,1013,36.15716,New Line Cinema,"['New Line Cinema', 'Capella International', ""Eric's Boy""]",3,Germany,"['Germany', 'United States of America']",2,en,1,False,17,"['android', 'undercover', 'missile', 'group therapy', 'airplane', 'dancing scene', 'time travel', 'penthouse apartment', 'judo', 'trapdoor', 'clowning', 'telescope', 'swinging', 'james bond spoof', 'swinging 60s', 'aftercreditsstinger', 'duringcreditsstinger']",Jay Roach,1.0,3.0,1.0,27,Mike Myers,"['Mike Myers', 'Elizabeth Hurley', 'Michael York']",9,13,5,22.0,0.0,1.0,3.0,Original
302688,My Big Fat Greek Wedding 2,2016-03-23,2016.0,3.0,Released,Romance,"['Romance', 'Comedy', 'Family']",3,18000000,88923251,70923251,4.940180611111111,94.0,5.5,322,16.027955,Universal Pictures,"['Universal Pictures', 'Playtone', 'HBO Films', 'Gold Circle Films']",4,Canada,"['Canada', 'United States of America']",2,en,1,False,2,"['comedy', 'wedding']",Kirk Jones,1.0,2.0,1.0,38,John Corbett,"['John Corbett', 'Elena Kampouris', 'Nia Vardalos']",8,7,23,18.0,0.0,0.0,1.0,Franchise
60307,Diary of a Wimpy Kid: Rodrick Rules,2011-03-25,2011.0,3.0,Released,Family,"['Family', 'Comedy']",2,21000000,72417394,51417394,3.448447333333333,99.0,6.3,238,14.329891,Fox 2000 Pictures,"['Fox 2000 Pictures', 'Color Force']",2,United States of America,['United States of America'],1,en,1,True,2,"['based on novel', 'middle school']",David Bowers,1.0,0.0,3.0,19,Zachary Gordon,"['Zachary Gordon', 'Devon Bostick', 'Rachael Harris']",4,13,2,4.0,0.0,0.0,0.0,Original
106,Predator,1987-06-11,1987.0,6.0,Released,Science Fiction,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",4,18000000,98235548,80235548,5.457530444444444,107.0,7.3,2093,50.009408,Twentieth Century Fox Film Corporation,"['Twentieth Century Fox Film Corporation', 'Lawrence Gordon Productions', 'Davis Entertainment', 'Silver Pictures', 'Amercent Films', 'American Entertainment Partners L.P.']",6,United States of America,['United States of America'],1,en,2,False,7,"['central and south america', 'predator', 'alien', 'stalking', 'invisible', 'commando', '3d']",John McTiernan,1.0,3.0,2.0,11,Arnold Schwarzenegger,"['Arnold Schwarzenegger', 'Carl Weathers', 'Elpidia Carrillo']",1,9,1,66.0,6.0,6.0,15.0,Original
279,Amadeus,1984-10-26,1984.0,10.0,Released,Drama,"['Drama', 'History', 'Music']",3,18000000,51973029,33973029,2.8873905,160.0,7.8,1076,31.82675,Warner Bros.,['Warner Bros.'],1,United States of America,['United States of America'],1,en,4,False,11,"['italy', 'composer', 'opera', 'talent', 'musician', 'marriage crisis', 'god', 'murder', 'vienna austria', 'envy', '18th century']",Miloš Forman,1.0,1.0,2.0,60,F. Murray Abraham,"['F. Murray Abraham', 'Tom Hulce', 'Elizabeth Berridge']",6,18,36,28.0,0.0,3.0,2.0,Original
8617,Prom Night,2008-04-10,2008.0,4.0,Released,Crime,"['Crime', 'Horror']",2,0,14796236,14796236,,88.0,4.8,167,9.642041,Alliance Films,['Alliance Films'],1,United States of America,['United States of America'],1,en,2,True,10,"['aunt', 'remake', 'blood on shirt', 'slasher', 'death of family', 'masturbation', 'kicked in the face', 'renovation', 'black stereotype', 'chest']",Nelson McCormick,1.0,2.0,1.0,23,Brittany Snow,"['Brittany Snow', 'Scott Porter', 'Jessica Stroup']",11,10,2,34.0,2.0,2.0,6.0,Original
10625,Mean Girls,2004-04-30,2004.0,4.0,Released,Comedy,['Comedy'],1,17000000,129042871,112042871,7.590757117647059,97.0,6.9,2320,36.423717,Paramount Pictures,"['Paramount Pictures', 'Broadway Video', 'M.G. Films']",3,United States of America,['United States of America'],1,en,4,True,10,"['female friendship', 'high school', 'fish out of water', 'best friend', 'teenager', 'popularity', 'gossip', 'teen comedy', 'high school rivalry', 'new girl at school']",Mark Waters,1.0,1.0,2.0,38,Lindsay Lohan,"['Lindsay Lohan', 'Rachel McAdams', 'Tim Meadows']",15,7,16,43.0,0.0,4.0,10.0,Original
10934,Under the Tuscan Sun,2003-04-30,2003.0,4.0,Released,Comedy,"['Comedy', 'Drama', 'Romance']",3,0,0,0,,113.0,6.4,172,12.309718,Timnick Films,"['Timnick Films', 'Blue Gardenia Productions', 'Touchstone Pictures', 'Tatiale Films']",4,Italy,"['Italy', 'United States of America']",2,en,7,False,6,"['depression', 'toscana', 'recreation', 'author', 'divorce', 'woman director']",Audrey Wells,1.0,5.0,2.0,18,Diane Lane,"['Diane Lane', 'Sandra Oh', 'Lindsay Duncan']",7,6,5,20.0,0.0,1.0,1.0,Original
5279,Gosford Park,2001-11-07,2001.0,11.0,Released,Drama,"['Drama', 'Mystery', 'Thriller']",3,19800000,87754044,67954044,4.432022424242424,137.0,6.8,246,11.693272,USA Films,['USA Films'],1,Germany,"['Germany', 'United Kingdom', 'United States of America']",3,en,1,False,3,"['servant', 'money', 'shooting party']",Robert Altman,1.0,6.0,2.0,30,Helen Mirren,"['Helen Mirren', 'Clive Owen', 'Maggie Smith']",11,16,3,21.0,0.0,1.0,1.0,Original
10013,Peggy Sue Got Married,1986-10-05,1986.0,10.0,Released,Comedy,"['Comedy', 'Drama', 'Fantasy', 'Romance']",4,18000000,41382841,23382841,2.299046722222222,103.0,5.9,136,12.243887,American Zoetrope,"['American Zoetrope', 'TriStar Pictures']",2,United States of America,['United States of America'],1,en,1,False,2,"['time travel', 'high school reunion']",Francis Ford Coppola,1.0,1.0,2.0,17,Kathleen Turner,"['Kathleen Turner', 'Nicolas Cage', 'Barry Miller']",9,8,0,8.0,0.0,1.0,1.0,Original
194662,Birdman,2014-08-27,2014.0,8.0,Released,Drama,"['Drama', 'Comedy']",2,18000000,103215094,85215094,5.734171888888889,119.0,7.4,4535,89.811154,Worldview Entertainment,"['Worldview Entertainment', 'New Regency Pictures', 'TSG Entertainment', 'Le Grisbi Productions', 'M Productions']",5,United States of America,['United States of America'],1,en,1,False,7,"['times square', 'superhero', 'long take', 'new york city', 'play', 'broadway', 'actor']",Alejandro González Iñárritu,1.0,4.0,4.0,50,Michael Keaton,"['Michael Keaton', 'Emma Stone', 'Zach Galifianakis']",9,16,25,77.0,3.0,5.0,19.0,Original
160588,Blue Jasmine,2013-07-25,2013.0,7.0,Released,Comedy,"['Comedy', 'Drama']",2,18000000,99206215,81206215,5.511456388888889,98.0,7.0,1098,34.694216,Perdido Productions,['Perdido Productions'],1,United States of America,['United States of America'],1,en,1,False,6,"['san francisco', 'sister sister relationship', 'new york city', 'rich', 'narcissism', 'xanax']",Woody Allen,1.0,3.0,1.0,16,Cate Blanchett,"['Cate Blanchett', 'Alec Baldwin', 'Sally Hawkins']",3,8,5,13.0,0.0,1.0,0.0,Original
9829,United 93,2006-04-28,2006.0,4.0,Released,Drama,"['Drama', 'History', 'Crime', 'Thriller', 'Action']",5,15000000,76286096,61286096,5.085739733333333,111.0,6.9,367,17.50138,Universal Pictures,"['Universal Pictures', 'StudioCanal', 'Sidney Kimmel Entertainment', 'Working Title Films']",4,France,"['France', 'United Kingdom', 'United States of America']",3,en,3,False,5,"['airplane', 'hijacking', 'terror cell', 'emergency landing', 'war on terror']",Paul Greengrass,1.0,6.0,1.0,24,J.J. Johnson,"['J.J. Johnson', 'Polly Adams', 'Trish Gates']",7,9,8,58.0,6.0,6.0,4.0,Original
10028,Honey,2003-11-24,2003.0,11.0,Released,Romance,"['Romance', 'Music', 'Family']",3,18000000,62646763,44646763,3.480375722222222,94.0,6.0,303,18.492655,Universal Pictures,"['Universal Pictures', 'Marc Platt Productions', 'NuAmerica Entertainment']",3,United States of America,['United States of America'],1,en,1,False,16,"['new york', 'dancing', 'hip-hop', 'dream', 'dance', 'blackmail', 'harassment', 'career', 'video', 'teacher', 'business', 'sabotage', 'choreographer', 'club', 'harlem', 'youth center']",Bille Woodruff,1.0,3.0,2.0,21,Jessica Alba,"['Jessica Alba', 'Mekhi Phifer', 'Joy Bryant']",8,5,8,17.0,0.0,1.0,1.0,Original
10535,Spy Hard,1996-05-24,1996.0,5.0,Released,Action,"['Action', 'Comedy']",2,18000000,0,-18000000,0.0,81.0,4.9,147,11.238522,Hollywood Pictures,['Hollywood Pictures'],1,United States of America,['United States of America'],1,en,1,False,3,"['atomic bomb', 'spoof', 'james bond spoof']",Rick Friedberg,1.0,3.0,4.0,38,Leslie Nielsen,"['Leslie Nielsen', 'Nicollette Sheridan', 'Charles Durning']",6,26,6,13.0,0.0,1.0,1.0,Original
790,The Fog,1980-02-08,1980.0,2.0,Released,Horror,['Horror'],1,1000000,21378361,20378361,21.378361,89.0,6.4,311,14.518598,AVCO Embassy Pictures,"['AVCO Embassy Pictures', 'EDI', 'Debra Hill Productions']",3,United States of America,['United States of America'],1,en,1,True,13,"['prophecy', 'sea', 'beach', 'gold', 'small town', 'beheading', 'sword', 'narration', 'fog', 'leprosy', 'ship', 'lighthouse', 'church']",John Carpenter,1.0,3.0,2.0,15,Adrienne Barbeau,"['Adrienne Barbeau', 'Jamie Lee Curtis', 'Janet Leigh']",4,6,5,33.0,0.0,2.0,8.0,Original
43959,Soul Surfer,2011-04-08,2011.0,4.0,Released,Action,"['Action', 'Drama']",2,18000000,47088990,29088990,2.616055,106.0,6.9,342,19.234672,Mandalay Pictures,"['Mandalay Pictures', 'TriStar Pictures', 'Brookwell-McNamara Entertainment', 'FilmDistrict', 'Affirm Films']",5,United States of America,['United States of America'],1,en,1,True,7,"['competition', 'based on novel', 'shark attack', 'surfing', 'biography', 'sport', 'duringcreditsstinger']",Sean McNamara,1.0,0.0,2.0,16,AnnaSophia Robb,"['AnnaSophia Robb', 'Helen Hunt', 'Lorraine Nicholson']",5,8,3,3.0,0.0,0.0,0.0,Original
10364,Catch-22,1970-06-24,1970.0,6.0,Released,War,"['War', 'Comedy', 'Drama']",3,18000000,24911670,6911670,1.3839816666666669,121.0,6.7,72,4.504377,Paramount Pictures,"['Paramount Pictures', 'Filmways Productions']",2,United States of America,['United States of America'],1,en,2,False,5,"['world war ii', 'island', 'bomber', 'pianosa', 'american']",Mike Nichols,1.0,2.0,2.0,20,Alan Arkin,"['Alan Arkin', 'Martin Balsam', 'Richard Benjamin']",2,16,2,21.0,0.0,1.0,2.0,Original
16991,Observe and Report,2009-04-10,2009.0,4.0,Released,Comedy,"['Comedy', 'Crime', 'Drama']",3,0,24007324,24007324,,86.0,5.6,225,10.529143,Legendary Pictures,"['Legendary Pictures', 'De Line Pictures']",2,United States of America,['United States of America'],1,en,1,False,4,"['robbery', 'unrequited love', 'security guard', 'mall']",Jody Hill,1.0,0.0,1.0,24,Seth Rogen,"['Seth Rogen', 'Anna Faris', 'Michael Peña']",4,13,7,4.0,0.0,1.0,0.0,Original
9610,Conan the Destroyer,1984-06-29,1984.0,6.0,Released,Adventure,"['Adventure', 'Fantasy', 'Action']",3,18000000,100000000,82000000,5.555555555555555,103.0,5.8,383,18.379124,De Laurentiis Entertainment Group,['De Laurentiis Entertainment Group'],1,United States of America,['United States of America'],1,en,1,False,9,"['swordplay', 'sword', 'magic', 'warrior woman', 'lone wolf', 'wizardry', 'royalty', 'barbarian', 'sword and sorcery']",Richard Fleischer,1.0,2.0,5.0,11,Arnold Schwarzenegger,"['Arnold Schwarzenegger', 'Grace Jones', 'Wilt Chamberlain']",3,7,1,64.0,3.0,4.0,11.0,Original
1578,Raging Bull,1980-11-14,1980.0,11.0,Released,Drama,['Drama'],1,18000000,23000000,5000000,1.2777777777777777,129.0,7.7,938,35.524457,United Artists,['United Artists'],1,United States of America,['United States of America'],1,en,1,False,12,"['transporter', 'jealousy', 'violent husband', 'paranoia', 'boxer', 'biography', 'fistfight', 'broken nose', 'sport', 'domestic violence', 'extreme violence', 'over-the-hill fighter']",Martin Scorsese,1.0,2.0,3.0,47,Robert De Niro,"['Robert De Niro', 'Joe Pesci', 'Cathy Moriarty']",3,24,20,50.0,0.0,2.0,4.0,Original
25643,Love Happens,2009-09-18,2009.0,9.0,Released,Drama,"['Drama', 'Romance']",2,18000000,36133014,18133014,2.007389666666666,109.0,5.6,180,13.472365,Universal Pictures,"['Universal Pictures', 'Stuber Productions', 'Camp / Thompson Pictures', 'Relativity Media', 'Scion Films', 'Traveling Film Productions']",6,Canada,"['Canada', 'United Kingdom', 'United States of America']",3,en,1,True,6,"['hotel', 'florist', 'forest', 'grief', 'seminar', 'motivational speaker']",Brandon Camp,1.0,3.0,2.0,16,Aaron Eckhart,"['Aaron Eckhart', 'Jennifer Aniston', 'Judy Greer']",6,9,1,17.0,0.0,2.0,1.0,Original
11904,Young Sherlock Holmes,1985-12-04,1985.0,12.0,Released,Action,"['Action', 'Adventure', 'Crime', 'Drama', 'Family', 'Mystery', 'Thriller']",7,18000000,0,-18000000,0.0,109.0,6.7,167,8.321586,Paramount Pictures,"['Paramount Pictures', 'Amblin Entertainment']",2,United States of America,['United States of America'],1,en,1,False,6,"['london england', 'school friend', 'religion and supernatural', 'sherlock holmes', 'murder', 'aftercreditsstinger']",Barry Levinson,1.0,2.0,2.0,7,Nicholas Rowe,"['Nicholas Rowe', 'Alan Cox', 'Sophie Ward']",2,5,0,11.0,0.0,1.0,1.0,Original
28665,Fame,2009-01-01,2009.0,1.0,Released,Music,"['Music', 'Comedy', 'Drama', 'Romance']",4,0,0,0,,107.0,5.5,135,7.668063,United Artists,"['United Artists', 'Lakeshore Entertainment', 'Metro-Goldwyn-Mayer (MGM)']",3,United States of America,['United States of America'],1,en,1,False,2,"['musical', 'duringcreditsstinger']",Kevin Tancharoen,1.0,5.0,2.0,8,Kay Panabaker,"['Kay Panabaker', 'Naturi Naughton', 'Kherington Payne']",5,1,2,16.0,0.0,1.0,1.0,Original
44115,127 Hours,2010-11-05,2010.0,11.0,Released,Adventure,"['Adventure', 'Drama', 'Thriller']",3,18000000,35692920,17692920,1.98294,94.0,7.0,2606,52.464877,Fox Searchlight Pictures,"['Fox Searchlight Pictures', 'Warner Bros.', 'Cloud Eight Films', 'Pathé', 'Film4', 'Everest Entertainment', 'HandMade Films']",7,United Kingdom,"['United Kingdom', 'United States of America']",2,en,1,False,20,"['mountains', 'despair', 'adventure', 'utah', 'alone', 'canyon', 'climbing', 'based on true story', 'rescue', 'survival', 'escape', 'true', 'trapped', 'boulder', 'adventurer', 'flashback', 'climber', 'isolated', 'hikers', 'very little dialogue']",Danny Boyle,1.0,5.0,3.0,29,James Franco,"['James Franco', 'Kate Mara', 'Amber Tamblyn']",9,10,10,68.0,4.0,4.0,10.0,Original
10569,Small Time Crooks,2000-05-19,2000.0,5.0,Released,Action,"['Action', 'Comedy', 'Crime']",3,0,0,0,,94.0,6.4,155,11.423533,DreamWorks SKG,['DreamWorks SKG'],1,United States of America,['United States of America'],1,en,1,False,11,"['bank', 'restaurant', 'role of women', 'bank robber', 'wife', 'pizzeria', 'pizza', 'keks', 'independent film', 'bank robbery', 'hoodlum']",Woody Allen,1.0,5.0,1.0,21,Woody Allen,"['Woody Allen', 'Carolyn Saxon', 'Tracey Ullman']",3,8,10,17.0,0.0,1.0,0.0,Original
10560,Center Stage,2000-05-12,2000.0,5.0,Released,Drama,"['Drama', 'Music']",2,18000000,17200925,-799075,0.9556069444444444,115.0,6.8,90,6.961736,Columbia Pictures,['Columbia Pictures'],1,United States of America,['United States of America'],1,en,1,False,11,"['new york', 'competition', 'dancer', 'dance', 'ball', 'career', 'ballet dancer', 'music', 'entrance examination', 'ballet', 'dance teacher']",Nicholas Hytner,1.0,1.0,1.0,5,Amanda Schull,"['Amanda Schull', 'Zoe Saldana', 'Susan May Pratt']",4,1,0,4.0,0.0,0.0,0.0,Original
333348,Love the Coopers,2015-11-12,2015.0,11.0,Released,Comedy,"['Comedy', 'Family']",2,17000000,24000000,7000000,1.411764705882353,107.0,5.4,167,9.191187,Imagine Entertainment,"['Imagine Entertainment', 'Groundswell Productions', 'CBS Films']",3,United States of America,['United States of America'],1,en,1,True,5,"['big family', 'family relationships', 'family', 'woman director', 'christmas']",Jessie Nelson,1.0,0.0,1.0,15,Steve Martin,"['Steve Martin', 'Diane Keaton', 'John Goodman']",6,8,1,3.0,0.0,0.0,1.0,Original
20483,Catch That Kid,2004-02-06,2004.0,2.0,Released,Family,"['Family', 'Action', 'Adventure']",3,18000000,16702864,-1297136,0.9279368888888888,92.0,4.9,76,4.492859,Fox 2000 Pictures,"['Fox 2000 Pictures', 'Mad Chance', 'Nimbus Film Productions', 'Mediastream Dritte Film GmbH & Co. Beteiligungs KG', 'Splendid Productions']",5,United States of America,['United States of America'],1,en,1,False,1,['bank robbery'],Bart Freundlich,3.0,3.0,2.0,34,Kristen Stewart,"['Kristen Stewart', 'Corbin Bleu', 'Max Thieriot']",9,14,11,21.0,0.0,1.0,1.0,Original
11457,Life as a House,2001-10-25,2001.0,10.0,Released,Drama,['Drama'],1,18000000,0,-18000000,0.0,125.0,7.2,120,5.706767,New Line Cinema,['New Line Cinema'],1,United States of America,['United States of America'],1,en,1,False,7,"['father son relationship', 'house', 'cancer', 'drug', 'divorce', 'ex-wife', 'unemployment']",Irwin Winkler,1.0,1.0,1.0,9,Kevin Kline,"['Kevin Kline', 'Kristin Scott Thomas', 'Hayden Christensen']",3,5,1,7.0,0.0,1.0,1.0,Original
321697,Steve Jobs,2015-10-09,2015.0,10.0,Released,Drama,"['Drama', 'History']",2,30000000,34441873,4441873,1.1480624333333334,122.0,6.8,1573,53.670525,Universal Pictures,"['Universal Pictures', 'Scott Rudin Productions', 'Legendary Pictures', 'The Mark Gordon Company', 'Management 360', 'Cloud Eight Films']",6,United States of America,['United States of America'],1,en,1,True,6,"['biography', 'computer', 'father daughter relationship', 'apple computer', 'steve jobs', 'based on true events']",Danny Boyle,1.0,5.0,2.0,19,Michael Fassbender,"['Michael Fassbender', 'Kate Winslet', 'Seth Rogen']",8,5,6,64.0,3.0,8.0,11.0,Original
19840,"I Love You, Beth Cooper",2009-07-10,2009.0,7.0,Released,Comedy,"['Comedy', 'Romance']",2,18000000,0,-18000000,0.0,102.0,5.1,197,14.15192,Ingenious Film Partners,"['Ingenious Film Partners', '1492 Pictures', 'Fox Atomic', 'Dune Entertainment III', 'Bece Canada Productions']",5,Canada,"['Canada', 'United States of America']",2,en,1,True,11,"['virgin', 'cheerleader', 'graduation', 'high school', 'aspen', 'friends', 'in the closet', 'teenager', 'popularity', 'based on young adult novel', 'popular girl']",Chris Columbus,1.0,3.0,2.0,17,Hayden Panettiere,"['Hayden Panettiere', 'Paul Rust', 'Lauren London']",9,8,0,13.0,0.0,1.0,1.0,Original
22327,Youth in Revolt,2009-09-11,2009.0,9.0,Released,Drama,"['Drama', 'Comedy', 'Romance']",3,18000000,0,-18000000,0.0,87.0,5.9,319,13.462544,Dimension Films,['Dimension Films'],1,United States of America,['United States of America'],1,en,2,True,3,"['based on novel', 'coming of age', 'duringcreditsstinger']",Miguel Arteta,1.0,1.0,1.0,16,Michael Cera,"['Michael Cera', 'Zach Galifianakis', 'Justin Long']",4,9,3,6.0,0.0,1.0,1.0,Original
38665,The Legend of the Lone Ranger,1981-08-20,1981.0,8.0,Released,Action,"['Action', 'Adventure', 'Romance', 'Western']",4,18000000,2945600,-15054400,0.1636444444444444,98.0,3.7,14,11.725805,ITC Entertainment,['ITC Entertainment'],1,United States of America,['United States of America'],1,en,1,False,4,"['lone ranger', 'wild bill hickok', 'buffalo bill', 'the lone ranger']",William A. Fraker,1.0,0.0,2.0,14,Christopher Lloyd,"['Christopher Lloyd', 'Matt Clark', 'Juanin Clay']",2,8,4,3.0,0.0,0.0,0.0,Original
2575,The Tailor of Panama,2001-02-11,2001.0,2.0,Released,Drama,"['Drama', 'Thriller']",2,21000000,28008462,7008462,1.3337362857142858,109.0,6.2,92,7.047975,Columbia Pictures,"['Columbia Pictures', 'Merlin Films']",2,Ireland,"['Ireland', 'United States of America']",2,en,2,False,14,"['dancing', 'spy', 'birthday', 'map', 'fireworks', 'bridge', 'secret agent', 'president', 'children', 'independent film', 'debt', 'swimming', 'political', 'band']",John Boorman,1.0,1.0,4.0,14,Pierce Brosnan,"['Pierce Brosnan', 'Geoffrey Rush', 'Jamie Lee Curtis']",2,10,2,35.0,2.0,3.0,5.0,Original
11644,Blow Out,1981-07-24,1981.0,7.0,Released,Drama,"['Drama', 'Mystery', 'Thriller']",3,18000000,12000000,-6000000,0.6666666666666666,108.0,7.3,236,13.628601,Cinema 77,['Cinema 77'],1,United States of America,['United States of America'],1,en,1,False,7,"['audio tape', 'hitman', 'presidential election', 'noises', 'yell', 'politics', 'faithlessness']",Brian De Palma,1.0,1.0,2.0,17,John Travolta,"['John Travolta', 'Nancy Allen', 'John Lithgow']",3,10,4,8.0,0.0,1.0,1.0,Original
146227,Getaway,2013-08-29,2013.0,8.0,Released,Action,"['Action', 'Crime']",2,18000000,10501938,-7498062,0.583441,90.0,4.9,246,16.520516,Dark Castle Entertainment,"['Dark Castle Entertainment', 'Signature Pictures', 'After Dark Films', 'Silver Reel', 'Saints LA', 'Bomar OOD', 'thefyzz', 'Dunulf Productions', 'Emmitt Productions Limited', 'ADF Acquisitions']",10,Bulgaria,"['Bulgaria', 'United States of America']",2,en,1,True,0,[],Courtney Solomon,1.0,4.0,2.0,12,Ethan Hawke,"['Ethan Hawke', 'Selena Gomez', 'Jon Voight']",2,6,4,15.0,0.0,1.0,1.0,Original
68924,The Ice Storm,1997-09-27,1997.0,9.0,Released,Drama,['Drama'],1,18000000,8038061,-9961939,0.4465589444444444,112.0,6.9,176,14.916264,Fox Searchlight Pictures,"['Fox Searchlight Pictures', 'Good Machine', 'Canal+ Droits Audiovisuels']",3,France,"['France', 'United States of America']",2,en,1,False,5,"['based on novel', '1970s', 'thanksgiving', 'dysfunctional family', 'independent film']",Ang Lee,1.0,3.0,2.0,16,Kevin Kline,"['Kevin Kline', 'Joan Allen', 'Sigourney Weaver']",7,8,1,16.0,0.0,1.0,1.0,Original
253235,And So It Goes,2014-07-20,2014.0,7.0,Released,Comedy,"['Comedy', 'Drama', 'Romance']",3,18000000,25312387,7312387,1.4062437222222222,94.0,5.7,164,9.633711,Castle Rock Entertainment,"['Castle Rock Entertainment', 'Envision Entertainment', 'ASIG Productions']",3,United States of America,['United States of America'],1,en,1,False,5,"['grandfather granddaughter relationship', 'neighbor', 'wealthy', 'elderly', 'estrangement']",Rob Reiner,1.0,3.0,1.0,33,Michael Douglas,"['Michael Douglas', 'Diane Keaton', 'Sterling Jerins']",10,7,16,16.0,0.0,1.0,1.0,Original
22102,Troop Beverly Hills,1989-03-22,1989.0,3.0,Released,Adventure,"['Adventure', 'Comedy', 'Family']",3,0,0,0,,105.0,5.6,56,3.455018,Columbia Pictures,"['Columbia Pictures', 'Weintraub Entertainment Group']",2,United States of America,['United States of America'],1,en,1,False,2,"['wilderness', 'teen angst']",Jeff Kanew,1.0,1.0,3.0,12,Shelley Long,"['Shelley Long', 'Craig T. Nelson', 'Betty Thomas']",9,3,0,26.0,0.0,3.0,2.0,Original
18701,Being Julia,2004-09-03,2004.0,9.0,Released,Comedy,"['Comedy', 'Drama', 'Romance']",3,0,0,0,,104.0,6.4,23,1.946634,Serendipity Point Films,['Serendipity Point Films'],1,,[],0,en,1,False,0,[],István Szabó,1.0,0.0,0.0,18,Michael Gambon,"['Michael Gambon', 'Annette Bening', 'Leigh Lawson']",8,7,3,1.0,0.0,0.0,0.0,Original
10068,Nine 1/2 Weeks,1986-02-14,1986.0,2.0,Released,Drama,"['Drama', 'Romance']",2,17000000,6735922,-10264078,0.3962307058823529,117.0,5.8,177,12.313143,Metro-Goldwyn-Mayer (MGM),"['Metro-Goldwyn-Mayer (MGM)', 'Producers Sales Organization (PSO)', 'Jonesfilm', 'Galactic Films', 'Triple Ajaxxx']",5,United States of America,['United States of America'],1,en,1,False,6,"['sexual obsession', 'prostitute', ""women's sexual identity"", 'broker', 'gallery owner', 'sadomasochism']",Adrian Lyne,1.0,4.0,3.0,10,Mickey Rourke,"['Mickey Rourke', 'Kim Basinger', 'Margaret Whitton']",4,3,3,16.0,0.0,1.0,1.0,Franchise
848,Dragonslayer,1981-06-26,1981.0,6.0,Released,Fantasy,['Fantasy'],1,18000000,14110013,-3889987,0.7838896111111111,108.0,6.5,67,3.258422,Paramount Pictures,"['Paramount Pictures', 'Walt Disney Productions']",2,United Kingdom,['United Kingdom'],1,en,2,False,19,"['secret identity', 'self sacrifice', 'magic', 'virgin', 'solar eclipse', 'sacrifice', ""sorcerer's apprentice"", 'amulet', 'lottery', 'brood', 'egg', 'princess', 'sorcerer', 'human sacrifice', 'dragon', 'hidden identity', 'crossdressing', 'landslide', 'sword and sorcery']",Matthew Robbins,1.0,2.0,2.0,15,Peter MacNicol,"['Peter MacNicol', 'Caitlin Clarke', 'Ralph Richardson']",1,11,3,17.0,2.0,1.0,1.0,Original
36811,The Last Station,2009-09-04,2009.0,9.0,Released,Drama,"['Drama', 'Romance']",2,0,0,0,,112.0,6.7,55,3.659292,Zephyr Films,"['Zephyr Films', 'Egoli Tossell Film']",2,United Kingdom,"['United Kingdom', 'Germany', 'Russia']",3,en,1,True,1,['duringcreditsstinger'],Michael Hoffman,1.0,0.0,0.0,10,James McAvoy,"['James McAvoy', 'Christopher Plummer', 'Helen Mirren']",3,6,1,1.0,0.0,0.0,0.0,Original
